our_slug	polycab_url
industries/cables-by-type/others/rubber-cable/polycab-mv-cu-is-9968-2-1933e-or-3333uekv	https://polycab.com/polycab-mv-cu-is-9968-2-1933-e-or-3333-ue-kv/a-5038/p-55608
industries/cables-by-type/others/rubber-cable/polycab-rr-c-mc-1100v-ac-is-9968-1	https://polycab.com/polycab-rr-c-mc-1100v-ac-is-9968-1/a-5038/p-55576
industries/cables-by-type/others/rubber-cable/polycab-mv-cu-is-9968-2-3866ekv	https://polycab.com/polycab-mv-cu-is-9968-2-3866-e-kv/a-5038/p-55610
industries/cables-by-type/others/rubber-cable/polycab-rr-c-1100v-ac-is-9968-1	https://polycab.com/polycab-rr-c-1100v-ac-is-9968-1/a-5038/p-55574
industries/cables-by-type/others/rubber-cable/polycab-rr-p-1100v-ac-is-9968-1	https://polycab.com/polycab-rr-p-1100v-ac-is-9968-1/a-5038/p-55570
industries/cables-by-application/sugar-industry/polycab-lv-cu-iec-60502-1-061kv-sc-awa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-awa/a-5046/p-55249
industries/cables-by-type/others/rubber-cable/polycab-sir-s-1100v-ac-is-9968-1	https://polycab.com/polycab-sir-s-1100v-ac-is-9968-1/a-5050/p-54933
industries/cables-by-type/others/rubber-cable	https://polycab.com/cables/types/others/rubber-cable
industries/cables-by-type/others/special-cable	https://polycab.com/cables/types/others/special-cable
industries/cables-by-type/others	https://polycab.com/cables/types/others
industries/cables-by-type/others/special-cable/polycab-nmb-cable-ul-719-600v	https://polycab.com/polycab-nmb-cable-ul-719-600v/a-3901/p-54967
industries/cables-by-type/others/special-cable/polycab-ufb-cable-ul-493-600v	https://polycab.com/polycab-ufb-cable-ul-493-600v/a-3901/p-54965
industries/cables-by-type/renewable-energy/polycab-al-solar-ul-4703-2000v-ac	https://polycab.com/polycab-al-solar-ul-4703-2000v-ac/a-5034/p-54850
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-1c-a2xy	https://polycab.com/polycab-lv-is-7098-i-1c-a2xy/a-5043/p-54738
industries/cables-by-type/renewable-energy/polycab-solar-as-nzs-5000-rfh-twist-at	https://polycab.com/polycab-solar-as-nzs-5000-rfh-twist-at/a-5034/p-55517
industries/cables-by-type/renewable-energy	https://polycab.com/cables/types/renewable-energy
industries/cables-by-type/renewable-energy/polycab-solar-as-nzs-5000-xlpo-at	https://polycab.com/polycab-solar-as-nzs-5000-xlpo-at/a-5034/p-55523
industries/cables-by-type/renewable-energy/polycab-solar-as-nzs-5000-xlpo-twist	https://polycab.com/polycab-solar-as-nzs-5000-xlpo-twist/a-5034/p-55525
industries/cables-by-type/renewable-energy/polycab-solar-as-nzs-5000-xlpo	https://polycab.com/polycab-solar-as-nzs-5000-xlpo/a-5034/p-55521
industries/cables-by-type/renewable-energy/polycab-solar-h1z2z2-k-bsen-50618-twin-at	https://polycab.com/polycab-solar-h1z2z2-k-bsen-50618-twin-at/a-5034/p-55535
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-2c-2xwy	https://polycab.com/polycab-lv-is-7098-i-2c-2xwy/a-5043/p-54702
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-2c-a2xy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xy/a-5046/p-54742
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-35c-a2xy	https://polycab.com/polycab-lv-is-7098-i-35c-a2xy/a-5046/p-54746
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-3c-2xwy	https://polycab.com/polycab-lv-is-7098-i-3c-2xwy/a-5043/p-54718
solar/solar-grid-tie-inverter/single-phase	https://polycab.com/accl-single-phase-30-mains-eb-current-rating-a-05-gen-dg-current-rating-a/c-5003/p-55668
switchgears/mcb	https://polycab.com/mcb-metal-enclosure-single-door-grey-white-dp-phase/c-5005/p-55739
industries/cables-by-standards/bs-6622/polycab-mv-al-bs-6622-1933kv	https://polycab.com/polycab-mv-al-bs-6622-1933kv/a-5049/p-54979
industries/cables-by-application/automation-and-process-control/polycab-al-type-tc-xhhw-2-cable-600v	https://polycab.com/polycab-al-type-tc-xhhw-2-cable-600v/a-5040/p-54963
switchgears/accl	https://polycab.com/accl-single-phase-30-mains-eb-current-rating-a-05-gen-dg-current-rating-a/c-5003/p-55668
switchgears/isolator	https://polycab.com/isolator-sp-pole-40-ampere/c-5006/p-55813
switchgears/rcbo	https://polycab.com/rcbo-spn-pole-6-ampere-10ka-breaking-capacity-30ma-sensitivity/c-5008/p-56035
switchgears/rccb	https://polycab.com/rccb-dp-pole-25-ampere-10ka-breaking-capacity-30ma-sensitivity/c-5009/p-56096
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-3c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-3c-a2xwy/a-5043/p-54722
industries/cables-by-application/automation-and-process-control/polycab-classic-110-black-6001000v-ac	https://polycab.com/polycab-classic-110-black-6001000v-ac/a-5040/p-55600
industries/cables-by-application/automation-and-process-control/polycab-festoon-flat-1sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-1sqmm-multicore-cable/a-5040/p-55497
industries/cables-by-application/automation-and-process-control/polycab-flexible-cords-type-sjo-ul-62-300v-ac	https://polycab.com/polycab-flexible-cords-type-sjo-ul-62-300v-ac/a-5040/p-54969
industries/cables-by-application/automation-and-process-control/polycab-h03z1z1h2-fh05z1z1h2-f-bsen-50525-3-11-300300vand300500v-ac	https://polycab.com/polycab-h03z1z1h2-fh05z1z1h2-f-bsen-50525-3-11-300300v300500v-ac/a-5040/p-55596
industries/cables-by-application/automation-and-process-control/polycab-rs-485-300500v-ac-armoured-cable	https://polycab.com/polycab-rs-485-300500v-ac-armoured-cable/a-5040/p-55654
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-4c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xwy/a-5043/p-54730
industries/cables-by-application/cement-industry/polycab-02yy-k-mc-1100v-ac-is-694	https://polycab.com/polycab-02yy-k-mc-1100v-ac-is-694/a-5046/p-54812
switches-accessories/accessories/3-pin-twin-usb-4-plus1-3-mtr	https://polycab.com/3-pin-twin-usb-4plus1-3-mtr-spike-guards-6-ampere-orangepluswhite/c-20066/p-56813
industries/cables-by-application/cement-industry/polycab-h07bn4-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07bn4-f-bsen-50525-2-21-mc-450750v-ac/a-5050/p-55584
industries/cables-by-application/cement-industry/polycab-hffr-01z-k03xz-k-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01z-k03xz-k-1100v-ac-is-17048/a-5044/p-54925
industries/cables-by-application/cement-industry/polycab-hffr-04xzz-k04xzxz-k-1100v-ac-is-17048	https://polycab.com/polycab-hffr-04xzz-k04xzxz-k-1100v-ac-is-17048/a-5044/p-54818
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-mc-25-2xwy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xwy/a-5043/p-54764
industries/cables-by-application/telecommunication/polycab-coaxial-cable	https://polycab.com/polycab-coaxial-cable/a-3903/p-55616
industries/cables-by-application/cement-industry/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua/a-5046/p-55265
industries/cables-by-application/cement-industry/polycab-lv-cu-iec-60502-1-061kv-mc-4-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-4-sfa/a-5046/p-55297
switches-accessories/accessories/ceiling-rose-2-terminal	https://polycab.com/jumbo-ceiling-rose-2-terminal-6-ampere-white/c-20070/p-56076
switches-accessories/accessories/ding-dong	https://polycab.com/ding-dong-door-bells-white/c-20069/p-56092
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-35c-2xfy	https://polycab.com/polycab-lv-is-7098-i-35c-2xfy/a-5043/p-54708
industries/cables-by-application/utility/polycab-ehv-cu-al-cor-132kv	https://polycab.com/polycab-ehv-cu-al-cor-132kv/a-3908/p-55355
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-3c-2xfy	https://polycab.com/polycab-lv-is-7098-i-3c-2xfy/a-5043/p-54716
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-4c-2xfy	https://polycab.com/polycab-lv-is-7098-i-4c-2xfy/a-5043/p-54724
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-4c-a2xy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xy/a-5046/p-54754
industries/cables-by-application/cement-industry/polycab-lv-is-7098-i-mc-15-2xfy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xfy/a-5043/p-54756
industries/cables-by-application/utility/polycab-ehv-cu-al-cor-110kv	https://polycab.com/polycab-ehv-cu-al-cor-110kv/a-3908/p-55353
switches-accessories/accessories/modular-batten-holder	https://polycab.com/modular-batten-holder-lamp-holders-2-ampere-white/c-20068/p-56115
industries/cables-by-application/commercial/polycab-al-type-tc-thhnthwn-2-cable-600v	https://polycab.com/polycab-al-type-tc-thhnthwn-2-cable-600v/a-5040/p-54961
industries/cables-by-application/commercial/polycab-al-xhhw-2-ul-44-600v	https://polycab.com/polycab-al-xhhw-2-ul-44-600v/a-3901/p-54846
industries/cables-by-application/commercial/polycab-cu-xhhw-2-ul-44-600v	https://polycab.com/polycab-cu-xhhw-2-ul-44-600v/a-3901/p-54844
industries/cables-by-application/commercial/polycab-festoon-flat-1sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-1sqmm-multicore-cable/a-5040/p-55497
industries/cables-by-application/commercial/polycab-bms-500-mc-c4	https://polycab.com/polycab-bms-500-mc-c4/a-3901/p-54798
industries/cables-by-application/utility/polycab-ehv-cu-pb-110kv	https://polycab.com/polycab-ehv-cu-pb-110kv/a-3908/p-55361
industries/cables-by-application/commercial/polycab-h03z1z1-f-bsen-50525-3-11-300300v-ac	https://polycab.com/polycab-h03z1z1-f-bsen-50525-3-11-300300v-ac/a-5040/p-55594
industries/cables-by-application/commercial/polycab-type-mc-al-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-al-conductor-ul-1569-600v/a-5040/p-54951
industries/cables-by-application/commercial/polycab-type-mc-pvc-jacketed-al	https://polycab.com/polycab-type-mc-pvc-jacketed-al-conductor-ul-1569-600v/a-5040/p-54953
industries/cables-by-type/mv-power-cable/polycab-mv-sc-cu-epr-iceanema-15kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-15kv/a-3908/p-55207
industries/cables-by-application/utility/polycab-ehv-cu-pb-132kv	https://polycab.com/polycab-ehv-cu-pb-132kv/a-3908/p-55363
industries/cables-by-application/it-industry/polycab-instrumentation-300-tst	https://polycab.com/polycab-instrumentation-300-t-st/a-3905/p-54780
industries/cables-by-application/healthcare/polycab-h05z-kh07z-k-bsen-50525-3-41-sc-300500vand450750v-ac	https://polycab.com/polycab-h05z-kh07z-k-bsen-50525-3-41-sc-300500v450750v-ac/a-5040/p-54915
industries/cables-by-application/it-industry/polycab-instrumentation-300-mcst	https://polycab.com/polycab-instrumentation-300-mc-st/a-3905/p-54768
industries/cables-by-application/food-and-beverages/polycab-hffr-01z-r03xz-r-sc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01z-r03xz-r-sc-1100v-ac-is-17048/a-5042/p-55648
industries/cables-by-application/it-industry/polycab-lv-al-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-ua/a-5046/p-55283
industries/cables-by-type/ehv-power-cable/polycab-ehv-al-al-cor-66kv	https://polycab.com/polycab-ehv-al-al-cor-66kv/a-3908/p-55381
industries/cables-by-application/it-industry/polycab-lv-25-cu-iec-60502-1-061kv-mc-swa	https://polycab.com/polycab-lv-25-cu-iec-60502-1-061kv-mc-swa/a-5043/p-55313
industries/cables-by-application/it-industry/polycab-lv-al-iec-60502-1-061kv-mc-4-sfa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-4-sfa/a-5046/p-55291
industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-2-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-2-swa/a-5046/p-55263
industries/cables-by-standards/is-694/polycab-festoon-flat-4sqmm-multicore-cable	https://polycab.com/polycab-festoon-flat-4sqmm-multicore-cable/a-5040/p-55503
industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-sc-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-sfa/a-5046/p-55251
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-1c-2xy	https://polycab.com/polycab-lv-is-7098-i-1c-2xy/a-5046/p-54736
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-2c-2xwy	https://polycab.com/polycab-lv-is-7098-i-2c-2xwy/a-5043/p-54702
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-2c-a2xy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xy/a-5046/p-54742
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-35c-2xfy	https://polycab.com/polycab-lv-is-7098-i-35c-2xfy/a-5043/p-54708
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-35c-a2xy	https://polycab.com/polycab-lv-is-7098-i-35c-a2xy/a-5046/p-54746
lighting/led-bulb/aelius-dimmable-emergency-led-bulb	https://polycab.com/aelius-dimmable-emergency-led-bulb-9-wattage-6500k-cool-white/c-4989/p-54202
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-4c-a2xy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xy/a-5046/p-54754
industries/cables-by-application/metal-industry/polycab-hffr-01z-k03xz-k-1100v-ac-is-17048	https://polycab.com/polycab-hffr-01z-k03xz-k-1100v-ac-is-17048/a-5044/p-54925
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-mc-25-2xfy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xfy/a-5043/p-54762
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-mc-25-2xwy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xwy/a-5043/p-54764
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-iec-60092-353-0610kv-fs-armoured-cable	https://polycab.com/polymarine-iec-60092-353-0610kv-fs-armoured-cable/a-5049/p-54906
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-6.35-11kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-63511kv-atr/a-3908/p-55189
lighting/led-bulb/aelius-led-deco-lamp	https://polycab.com/aelius-multi-cct-led-deco-lamp-05-wattage-multi-cct-auto-color-changing/c-4989/p-54205
industries/cables-by-application/metal-industry/polycab-hffr-04xz-k-sc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-04xz-k-sc-1100v-ac-is-17048/a-5044/p-54806
lighting/led-bulb/aelius-nxt-g-led-bulb	https://polycab.com/aelius-nxt-g-led-bulb-5-wattage-6500k-cool-white/c-4989/p-54167
industries/cables-by-application/mining-drilling-and-tunneling/polycab-rr-e-1100v-ac-is-9968-1	https://polycab.com/polycab-rr-e-1100v-ac-is-9968-1/a-5038/p-55566
industries/cables-by-application/oil-gas-and-petrochemical/polycab-type-mc-cu-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-cu-conductor-ul-1569-600v/a-5040/p-54860
industries/cables-by-application/oil-gas-and-petrochemical/polycab-type-mc-pvc-jacketed-al-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-pvc-jacketed-al-conductor-ul-1569-600v/a-5040/p-54953
industries/cables-by-application/utility/polycab-mv-1t-cu-xlpe-as-nzs-12.7-22kv	https://polycab.com/polycab-mv-1t-cu-xlpe-as-nzs-12722kv/a-3908/p-55191
industries/cables-by-application/utility/polycab-mv-1t-cu-xlpe-as-nzs-3.8-6.6kv	https://polycab.com/polycab-mv-1t-cu-xlpe-as-nzs-3866kv/a-3908/p-55179
lighting/led-bulb/aelius-nxt-g-led-t-lamp	https://polycab.com/aelius-nxt-g-led-t-lamp-30-wattage-6500k-cool-white/c-4989/p-54189
industries/cables-by-application/utility/polycab-mv-35kv-al-ul-1072-trxlpe-100	https://polycab.com/polycab-mv-35kv-al-ul-1072-trxlpe-100/a-3908/p-55443
industries/cables-by-application/pharmaceutical-industry/polycab-ignis-230	https://polycab.com/polycab-ignis-230/a-5047/p-54870
industries/cables-by-application/pharmaceutical-industry/polycab-lv-al-iec-60502-1-061kv-mc-2-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-2-swa/a-5046/p-55257
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-cu-epr-iceanema-5kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-5kv/a-3908/p-55203
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-atr-as-nzs-1.9-3.3kv	https://polycab.com/polycab-mv-3c-al-xlpe-atr-as-nzs-1933kv/a-3908/p-55153
industries/cables-by-application/utility/polycab-mv-3c-cu-xlpe-as-nzs-1933kv	https://polycab.com/polycab-mv-3c-cu-xlpe-as-nzs-1933kv/a-3908/p-55149
lighting/downlight/pearl-cob-swivel-led-downlight	https://polycab.com/pearl-cob-swivel-led-downlight-3-wattage-round-6500k-cool-white/c-4990/p-54068
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-1c-2xfay-2xway	https://polycab.com/polycab-lv-is-7098-i-1c-2xfay-2xway/a-5043/p-54732
lighting/downlight/pearl-led-nxt-g-spot	https://polycab.com/pearl-led-nxt-g-spot-2-wattage-round-6500k-cool-white/c-4990/p-57979
industries/cables-by-application/renewable-energy/polycab-mv-is-7098-ii-3c-a2xwya2xfy-63511kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-63511kv-e/a-3908/p-55111
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-2c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xfy/a-5043/p-54704
industries/cables-by-application/mining-drilling-and-tunneling/polymarine-iec-60092-353-1830kv-vfd-cable	https://polycab.com/polymarine-iec-60092-353-1830kv-vfd-cable/a-5038/p-54896
lighting/downlight/pearl-led-swivel-spot	https://polycab.com/pearl-led-swivel-spot-3-wattage-round-6500k-cool-white/c-4990/p-57987
industries/cables-by-application/power-and-network/polycab-aerial-bunched-cable-1933kv-ac-abc	https://polycab.com/polycab-aerial-bunched-cable-1933kv-ac-abc/a-3907/p-55620
lighting/downlight/scintillate-3-in-1-rbp-mini-integral-led-downlight	https://polycab.com/scintillate-3-in-1-rbp-mini-integral-led-downlight-3-wattage-round-3-in-1-rbp/c-4990/p-54118
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-3c-2xy	https://polycab.com/polycab-lv-is-7098-i-3c-2xy/a-5043/p-54748
industries/cables-by-application/pharmaceutical-industry/polycab-lv-is-7098-i-mc-15-2xwy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xwy/a-5043/p-54758
industries/cables-by-application/utility/polycab-mv-al-bs-6622-19-33kv	https://polycab.com/polycab-mv-al-bs-6622-1933kv/a-5049/p-54979
industries/cables-by-application/renewable-energy/polycab-classic-110-cy-screened-300500v-ac	https://polycab.com/polycab-classic-110-cy-screened-300500v-ac/a-5040/p-55650
industries/cables-by-application/renewable-energy/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-1111kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-1111kv-ue/a-3908/p-55081
industries/cables-by-application/renewable-energy/polycab-mv-is-7098-ii-3c-2xwy2xfy-1111kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-1111kv-ue/a-3908/p-55097
industries/cables-by-application/renewable-energy/polycab-mv-is-7098-ii-3c-2xwy2xfy-3333kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-3333kv-ue/a-3908/p-55089
industries/cables-by-application/renewable-energy/polycab-solar-as-nzs-5000-pvc-twist-at	https://polycab.com/polycab-solar-as-nzs-5000-pvc-twist-at/a-5034/p-55507
industries/cables-by-application/renewable-energy/polycab-classic-110-300500v-ac	https://polycab.com/polycab-classic-110-300500v-ac/a-5040/p-55602
industries/cables-by-application/utility/polycab-mv-al-bs-7835-193336kv	https://polycab.com/polycab-mv-al-bs-7835-1933-36-kv/a-5049/p-54947
lighting/downlight/scintillate-deep-integral-led-downlight	https://polycab.com/scintillate-deep-integral-led-downlight-7-wattage-round-red/c-4990/p-54093
industries/cables-by-application/residential/polycab-thhn-al-ul-83-600v	https://polycab.com/polycab-thhn-al-ul-83-600v/a-3901/p-54842
industries/cables-by-application/residential/polycab-type-mc-al-conductor-ul-1569-600v	https://polycab.com/polycab-type-mc-al-conductor-ul-1569-600v/a-5040/p-54951
industries/cables-by-type/others/building-wires/polycab-etira-fr-1100v-ac-is-694	https://polycab.com/polycab-etira-fr-1100v-ac-is-694/a-3901/p-55658
industries/cables-by-application/renewable-energy/polycab-solar-as-nzs-5000-xlpo-twist	https://polycab.com/polycab-solar-as-nzs-5000-xlpo-twist/a-5034/p-55525
lighting/downlight/scintillate-integral-led-downlight	https://polycab.com/scintillate-deep-integral-led-downlight-7-wattage-round-red/c-4990/p-54093
industries/cables-by-application/sugar-industry/polycab-hffr-4xzz-k04xzxz-k-1100v-ac-is-17048-flat-cable	https://polycab.com/polycab-hffr-4xzz-k04xzxz-k-1100v-ac-is-17048-flat-cable/a-5044/p-55646
industries/cables-by-application/sugar-industry/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa	https://polycab.com/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa/a-5043/p-55307
industries/cables-by-application/sugar-industry/polycab-lv-al-iec-60502-1-061kv-mc-2-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-2-swa/a-5046/p-55257
industries/cables-by-application/sugar-industry/polycab-lv-al-iec-60502-1-061kv-mc-3-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-swa/a-5046/p-55281
industries/cables-by-application/utility/polycab-mv-al-bs-7870-4-10-1933kv	https://polycab.com/polycab-mv-al-bs-7870-4-10-1933kv/a-3908/p-55017
lighting/downlight/scintillate-led-striker	https://polycab.com/scintillate-led-striker-3-wattage-round-6500k-cool-white/c-4990/p-58006
industries/cables-by-application/sugar-industry/polycab-lv-cu-iec-60502-1-061kv-sc-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-ua/a-5046/p-55253
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-1c-a2xfay-a2xway	https://polycab.com/polycab-lv-is-7098-i-1c-a2xfay-a2xway/a-5043/p-54734
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-2c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xfy/a-5043/p-54704
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-35c-2xwy	https://polycab.com/polycab-lv-is-7098-i-35c-2xwy/a-5043/p-54710
industries/cables-by-application/utility/polycab-mv-al-iec-60502-2-8715kv	https://polycab.com/polycab-mv-al-iec-60502-2-8715kv/a-3908/p-55417
lighting/downlight/scintillate-slim-integral-led-downlight	https://polycab.com/scintillate-slim-integral-led-downlight-5-wattage-round-6500k-cool-white/c-4990/p-54104
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-4c-2xfy	https://polycab.com/polycab-lv-is-7098-i-4c-2xfy/a-5043/p-54724
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-4c-2xy	https://polycab.com/polycab-lv-is-7098-i-4c-2xy/a-5046/p-54752
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-mc-25-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xy/a-5043/p-54766
industries/cables-by-application/utility/polycab-ehv-al-al-cor-66kv	https://polycab.com/polycab-ehv-al-al-cor-66kv/a-3908/p-55381
industries/cables-by-application/utility/polycab-mv-cu-bs-6622-3.8-6.6kv	https://polycab.com/polycab-mv-cu-bs-6622-3866kv/a-3908/p-54993
industries/cables-by-application/utility/polycab-ehv-cu-pb-66kv	https://polycab.com/polycab-ehv-cu-pb-66kv/a-3908/p-55359
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-3866kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-3866kv/a-3908/p-55181
industries/cables-by-application/utility/polycab-mv-1t-cu-xlpe-as-nzs-63511kv	https://polycab.com/polycab-mv-1t-cu-xlpe-as-nzs-63511kv/a-3908/p-55185
industries/cables-by-application/utility/polycab-mv-35kv-al-ul-1072-epr-133	https://polycab.com/polycab-mv-35kv-al-ul-1072-epr-133/a-3908/p-55441
industries/cables-by-application/utility/polycab-mv-35kv-cu-ul-1072-trxlpe-133	https://polycab.com/polycab-mv-35kv-cu-ul-1072-trxlpe-133/a-3908/p-55453
industries/cables-by-application/utility/polycab-mv-cu-bs-7835-12.7-22-24kv	https://polycab.com/polycab-mv-cu-bs-7835-12722-24-kv/a-3908/p-55009
lighting/downlight/slim-glo-led-jb-downlight	https://polycab.com/slim-glo-led-jb-downlight-3-wattage-round-6500k/c-4990/p-54137
industries/cables-by-application/utility/polycab-mv-3c-cu-epr-iceanema-8kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-8kv/a-3908/p-55225
industries/cables-by-application/utility/polycab-mv-3c-cu-epr-iceanema-35kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-35kv/a-3908/p-55231
industries/cables-by-application/utility/polycab-mv-al-bs-7835-3.8-6.6-7.2kv	https://polycab.com/polycab-mv-al-bs-7835-3866-72-kv/a-3908/p-55001
industries/cables-by-application/utility/polycab-mv-al-bs-7835-871515kv	https://polycab.com/polycab-mv-al-bs-7835-8715-15-kv/a-3908/p-55005
industries/cables-by-application/utility/polycab-mv-cu-bs-7870-4-10-12722kv-triplex	https://polycab.com/polycab-mv-cu-bs-7870-4-10-12722kv-triplex/a-3908/p-55037
lighting/panel-light/polycab-3-in-1-cct-tri-color-panel-led-light	https://polycab.com/polycab-3-in-1-cct-tri-color-panel-led-light-8-wattage-round-3-in-1-cct/c-4991/p-54381
industries/cables-by-application/utility/polycab-mv-cu-bs-7835-8.7-15-15kv	https://polycab.com/polycab-mv-cu-bs-7835-8715-15-kv/a-3908/p-55013
industries/cables-by-application/utility/polycab-mv-cu-iec-60502-2-6010kv	https://polycab.com/polycab-mv-cu-iec-60502-2-6010kv/a-3908/p-55405
industries/cables-by-type/mv-power-cable/polycab-mv-cu-bs-6622-3866kv	https://polycab.com/polycab-mv-cu-bs-6622-3866kv/a-3908/p-54993
industries/cables-by-application/utility/polycab-mv-cu-bs-7870-4-10-63511kv	https://polycab.com/polycab-mv-cu-bs-7870-4-10-63511kv/a-3908/p-55025
industries/cables-by-standards/bs-7629-1/polycab-ignis-212	https://polycab.com/polycab-ignis-212/a-5047/p-54874
industries/cables-by-application/utility/polycab-mv-sc-al-epr-iceanema-25kv	https://polycab.com/polycab-mv-sc-al-epr-iceanema-25kv/a-3908/p-55219
lighting/panel-light/polycab-deep-drawn-2-2-led-panel	https://polycab.com/polycab-deep-drawn-2star2-led-panel-36-wattage-square-6500k-cool-white/c-4991/p-54466
industries/cables-by-application/utility/polycab-mv-sc-al-epr-iceanema-35kv	https://polycab.com/polycab-mv-sc-al-epr-iceanema-35kv/a-3908/p-55221
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-as-nzs-19-33kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-1933kv/a-3908/p-55121
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-atr-as-nzs-1933kv	https://polycab.com/polycab-mv-sc-al-xlpe-atr-as-nzs-1933kv/a-3908/p-55123
