our_slug	polycab_url
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-as-nzs-1933kv	https://polycab.com/polycab-mv-3c-al-xlpe-as-nzs-1933kv/a-3908/p-55151
industries/cables-by-application/sugar-industry	https://polycab.com/cables/applications/manufacturing-industries/sugar-industry
industries/cables-by-application/telecommunication	https://polycab.com/cables/applications/building-infrastructure/telecommunication
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-4c-a2xy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xy/a-5046/p-54754
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-mc-15-2xwy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xwy/a-5043/p-54758
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-mc-15-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xy/a-5043/p-54760
industries/cables-by-application/sugar-industry/polycab-lv-is-7098-i-mc-25-2xfy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xfy/a-5043/p-54762
industries/cables-by-standards/iec-60840/polycab-ehv-cu-al-cor-66kv	https://polycab.com/polycab-ehv-cu-al-cor-66kv/a-3908/p-55351
industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa/a-5046/p-55275
industries/cables-by-application/utility/polycab-ehv-al-al-cor-132kv	https://polycab.com/polycab-ehv-al-al-cor-132kv/a-3908/p-55385
industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-4-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-4-sfa/a-5046/p-55297
industries/cables-by-application/utility/polycab-ehv-al-pb-132kv	https://polycab.com/polycab-ehv-al-pb-132kv/a-3908/p-55393
industries/cables-by-application/utility/polycab-ehv-al-pb-66kv	https://polycab.com/polycab-ehv-al-pb-66kv/a-3908/p-55389
industries/cables-by-application/utility/polycab-ehv-cu-al-cor-220kv	https://polycab.com/polycab-ehv-cu-al-cor-220kv/a-3908/p-55357
industries/cables-by-application/utility/polycab-ehv-cu-al-cor-66kv	https://polycab.com/polycab-ehv-cu-al-cor-66kv/a-3908/p-55351
industries/cables-by-application/utility/polycab-ehv-cu-pb-220kv	https://polycab.com/polycab-ehv-cu-pb-220kv/a-3908/p-55365
industries/cables-by-application/utility/polycab-mv-15kv-al-ul-1072-epr-100	https://polycab.com/polycab-mv-15kv-al-ul-1072-epr-100/a-3908/p-55423
industries/cables-by-application/utility/polycab-mv-15kv-al-ul-1072-epr-133	https://polycab.com/polycab-mv-15kv-al-ul-1072-epr-133/a-3908/p-55425
industries/cables-by-application/utility/polycab-mv-15kv-al-ul-1072-trxlpe-133	https://polycab.com/polycab-mv-15kv-al-ul-1072-trxlpe-133/a-3908/p-55429
industries/cables-by-application/utility/polycab-mv-15kv-cu-ul-1072-epr-100	https://polycab.com/polycab-mv-15kv-cu-ul-1072-epr-100/a-3908/p-55431
industries/cables-by-application/utility/polycab-mv-15kv-cu-ul-1072-tr-xlpe-100	https://polycab.com/polycab-mv-15kv-cu-ul-1072-tr-xlpe-100/a-3908/p-55435
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-12.7-22kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-12722kv-atr/a-3908/p-55195
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-12.7-22kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-12722kv/a-3908/p-55193
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-3.8-6.6kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-3866kv-atr/a-3908/p-55183
industries/cables-by-application/utility/polycab-mv-1t-al-xlpe-as-nzs-6.35-11kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-63511kv/a-3908/p-55187
industries/cables-by-application/utility/polycab-mv-35kv-al-ul-1072-epr-100	https://polycab.com/polycab-mv-35kv-al-ul-1072-epr-100/a-3908/p-55439
industries/cables-by-application/utility/polycab-mv-35kv-al-ul-1072-trxlpe-133	https://polycab.com/polycab-mv-35kv-al-ul-1072-trxlpe-133/a-3908/p-55445
industries/cables-by-application/utility/polycab-mv-35kv-cu-ul-1072-epr-100	https://polycab.com/polycab-mv-35kv-cu-ul-1072-epr-100/a-3908/p-55447
industries/cables-by-application/utility/polycab-mv-35kv-cu-ul-1072-epr-133	https://polycab.com/polycab-mv-35kv-cu-ul-1072-epr-133/a-3908/p-55449
industries/cables-by-application/utility/polycab-mv-35kv-cu-ul-1072-trxlpe-100	https://polycab.com/polycab-mv-35kv-cu-ul-1072-trxlpe-100/a-3908/p-55451
industries/cables-by-application/utility/polycab-mv-3c-al-epr-iceanema-15kv	https://polycab.com/polycab-mv-3c-al-epr-iceanema-15kv/a-3908/p-55237
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-atr-as-nzs-12.7-22kv	https://polycab.com/polycab-mv-3c-al-xlpe-atr-as-nzs-12722kv/a-3908/p-55171
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-atr-as-nzs-19-33kv	https://polycab.com/polycab-mv-3c-al-xlpe-atr-as-nzs-1933kv/a-3908/p-55153
industries/cables-by-application/utility/polycab-mv-3c-al-xlpe-atr-as-nzs-6.35-11kv	https://polycab.com/polycab-mv-3c-al-xlpe-atr-as-nzs-63511kv/a-3908/p-55165
industries/cables-by-application/utility/polycab-mv-3c-cu-epr-iceanema-15kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-15kv/a-3908/p-55227
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-1c-2xfay-2xway	https://polycab.com/polycab-lv-is-7098-i-1c-2xfay-2xway/a-5043/p-54732
industries/cables-by-application/utility/polycab-mv-3c-cu-epr-iceanema-25kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-25kv/a-3908/p-55229
industries/cables-by-application/utility/polycab-mv-al-bs-6622-12722kv	https://polycab.com/polycab-mv-al-bs-6622-12722kv/a-3908/p-54983
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-2c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xfy/a-5043/p-54704
industries/cables-by-application/utility/polycab-mv-al-bs-6622-3.8-6.6kv	https://polycab.com/polycab-mv-al-bs-6622-3866kv/a-3908/p-54985
industries/cables-by-application/utility/polycab-mv-al-bs-6622-6.35-11kv	https://polycab.com/polycab-mv-al-bs-6622-63511kv/a-3908/p-54987
industries/cables-by-application/utility/polycab-mv-al-bs-6622-8.7-15kv	https://polycab.com/polycab-mv-al-bs-6622-8715kv/a-3908/p-54989
industries/cables-by-application/utility/polycab-mv-al-bs-7835-6.35-11-12kv	https://polycab.com/polycab-mv-al-bs-7835-63511-12-kv/a-3908/p-55003
industries/cables-by-application/utility/polycab-mv-al-bs-7870-4-10-12.7-22kv-triplex	https://polycab.com/polycab-mv-al-bs-7870-4-10-12722kv-triplex/a-3908/p-55027
industries/cables-by-application/utility/polycab-mv-al-bs-7870-4-10-6.35-11kv	https://polycab.com/polycab-mv-al-bs-7870-4-10-63511kv/a-3908/p-55019
industries/cables-by-application/utility/polycab-mv-al-bs-7870-4-20-63511kv	https://polycab.com/polycab-mv-al-bs-7870-4-20-63511kv/a-3908/p-55399
industries/cables-by-application/utility/polycab-mv-al-iec-60502-2-12-20kv	https://polycab.com/polycab-mv-al-iec-60502-2-1220kv/a-3908/p-55419
industries/cables-by-application/utility/polycab-mv-al-iec-60502-2-3.6-6.0kv	https://polycab.com/polycab-mv-al-iec-60502-2-3660kv/a-3908/p-55413
industries/cables-by-application/utility/polycab-mv-al-iec-60502-2-6.0-10kv	https://polycab.com/polycab-mv-al-iec-60502-2-6010kv/a-3908/p-55415
industries/cables-by-application/utility/polycab-mv-cu-bs-6622-12722kv	https://polycab.com/polycab-mv-cu-bs-6622-12722kv/a-3908/p-54991
industries/cables-by-application/utility/polycab-mv-cu-bs-7835-3.8-6.6-7.2kv	https://polycab.com/polycab-mv-cu-bs-7835-3866-72-kv/a-3908/p-55007
industries/cables-by-application/utility/polycab-mv-cu-bs-7835-6351112kv	https://polycab.com/polycab-mv-cu-bs-7835-63511-12-kv/a-3902/p-55011
industries/cables-by-application/utility/polycab-mv-cu-bs-7870-4-10-19-33kv	https://polycab.com/polycab-mv-cu-bs-7870-4-10-1933kv/a-3908/p-55023
industries/cables-by-application/utility/polycab-mv-cu-iec-60502-2-3660kv	https://polycab.com/polycab-mv-cu-iec-60502-2-3660kv/a-3908/p-55403
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-2xway2xfay-3.8-6.6kve	https://polycab.com/polycab-mv-is-7098-ii-1c-2xway2xfay-3866kv-e/a-3908/p-55059
industries/cables-by-application/utility/polycab-mv-cu-iec-60502-2-87-15kv	https://polycab.com/polycab-mv-cu-iec-60502-2-87-15kv/a-3908/p-55407
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-2xway2xfay-1111kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-2xway2xfay-1111kv-ue/a-3908/p-55065
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-2xway2xfay-12722kve	https://polycab.com/polycab-mv-is-7098-ii-1c-2xway2xfay-12722kv-e/a-3908/p-55067
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-2xway2xfay-3.3-3.3kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-2xway2xfay-3333kv-ue/a-3908/p-55057
industries/cables-by-application/utility/polycab-mv-cu-bs-7870-4-20-6.35-11kv	https://polycab.com/polycab-mv-cu-bs-7870-4-20-63511kv/a-3908/p-55401
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-3c-2xwy	https://polycab.com/polycab-lv-is-7098-i-3c-2xwy/a-5043/p-54718
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy2xfy-19-33kve	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy-2xfy-1933kv-e/a-3908/p-55087
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-3.3-3.3kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-3333kv-ue/a-3908/p-55073
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1ca2xwaya2xfay-12.7-22kve	https://polycab.com/polycab-mv-is-7098-ii-1ca2xwaya2xfay-12722kv-e/a-3908/p-55083
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy-2xfy-1933kve	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy-2xfy-1933kv-e/a-3908/p-55087
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy-2xfy-3.8-6.6kv-e	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-3866kv-e/a-3908/p-55091
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-a2xway-a2xfay-3.8-6.6kv-e	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-3866kv-e/a-3908/p-55075
industries/cables-by-application/utility/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-6.6-6.6kvue	https://polycab.com/polycab-mv-is-7098-ii-1c-a2xwaya2xfay-6666kv-ue/a-3908/p-55077
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy2xfy-6.35-11kve	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-63511kv-e/a-3908/p-55095
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy2xfy-11-11kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-1111kv-ue/a-3908/p-55097
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-a2xwy2xfy-19-33kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-1933kv-e/a-3908/p-55103
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-2xwy2xfy-6666kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-2xwy2xfy-6666kv-ue/a-3908/p-55093
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-a2xwy2xfy-3.3-3.3kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-3333kv-ue/a-3908/p-55105
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-a2xwy2xfy-6.6-6.6kvue	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-6666kv-ue/a-3908/p-55109
industries/cables-by-application/utility/polycab-mv-is-7098-ii-3c-a2xwya2xfy-12722kve	https://polycab.com/polycab-mv-is-7098-ii-3c-a2xwya2xfy-12722kv-e/a-3908/p-55115
industries/cables-by-application/utility/polycab-mv-sc-al-epr-iceanema-15kva	https://polycab.com/polycab-mv-sc-al-epr-iceanema-15kv/a-3908/p-55217
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-as-nzs-1.9-3.3kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-1933kv/a-3908/p-55121
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-3c-2xy	https://polycab.com/polycab-lv-is-7098-i-3c-2xy/a-5043/p-54748
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-as-nzs-12.7-22kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-12722kv/a-3908/p-55139
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-as-nzs-3866kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-3866kv/a-3908/p-55127
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-as-nzs-6.35-11kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-63511kv/a-3908/p-55133
industries/cables-by-application/utility/polycab-mv-sc-al-epr-iceanema-8kv	https://polycab.com/polycab-mv-sc-al-epr-iceanema-8kv/a-3908/p-55215
industries/cables-by-application/utility/polycab-mv-sc-al-xlpe-atr-as-nzs-63511kv	https://polycab.com/polycab-mv-sc-al-xlpe-atr-as-nzs-63511kv/a-3908/p-55135
industries/cables-by-application/utility/polycab-mv-sc-cu-epr-iceanema-15kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-15kv/a-3908/p-55207
industries/cables-by-application/utility/polycab-mv-sc-cu-epr-iceanema-35kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-35kv/a-3908/p-55211
industries/cables-by-application/utility/polycab-mv-sc-cu-epr-iceanema-5kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-5kv/a-3908/p-55203
industries/cables-by-application/utility/polycab-mv-sc-cu-epr-iceanema-8kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-8kv/a-3908/p-55205
industries/cables-by-application/utility/polycab-mv-sc-cu-xlpe-as-nzs-1933kv	https://polycab.com/polycab-mv-sc-cu-xlpe-as-nzs-1933kv/a-3908/p-55119
industries/cables-by-application/utility/polycab-mv-3c-al-epr-iceanema-25kv	https://polycab.com/polycab-mv-3c-al-epr-iceanema-25kv/a-3908/p-55239
industries/cables-by-application/utility	https://polycab.com/cables/applications/energy-and-power-grid/utility
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-h07bq-f-bsen-50525-2-21-mc-450750v-ac	https://polycab.com/polycab-h07bq-f-bsen-50525-2-21-mc-450750v-ac/a-5043/p-54828
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-15-cu-iec-60502-1-061kv-mc-sfa	https://polycab.com/polycab-lv-15-cu-iec-60502-1-061kv-mc-sfa/a-5043/p-55305
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa	https://polycab.com/polycab-lv-15-cu-iec-60502-1-061kv-mc-swa/a-5043/p-55307
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-15-cu-iec-60502-1-061kv-mc-ua	https://polycab.com/polycab-lv-15-cu-iec-60502-1-061kv-mc-ua/a-5043/p-55303
industries/cables-by-standards/is-14255/polycab-aerial-bunched-cable-1100v-ac-abc	https://polycab.com/polycab-aerial-bunched-cable-1100v-ac-abc/a-3907/p-55618
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-al-iec-60502-1-061kv-mc-2-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-2-ua/a-5046/p-55259
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-al-iec-60502-1-061kv-mc-3-sfa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-sfa/a-5046/p-55279
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-al-iec-60502-1-061kv-mc-3-swa	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-swa/a-5046/p-55281
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-al-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-mc-3-ua/a-5046/p-55283
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-4c-2xwy	https://polycab.com/polycab-lv-is-7098-i-4c-2xwy/a-5043/p-54726
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-al-iec-60502-1-061kv-sc-ua	https://polycab.com/polycab-lv-al-iec-60502-1-061kv-sc-ua/a-5046/p-55243
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-cu-iec-60502-1-061kv-mc-2-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-2-swa/a-5046/p-55263
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-2-ua/a-5046/p-55265
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-3-ua/a-5046/p-55289
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa/a-5046/p-55275
industries/cables-by-application/it-industry/polycab-lv-is-7098-i-mc-15-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xy/a-5043/p-54760
industries/cables-by-application/mass-transit-railways-and-marine/polycab-hydro-type-tc-eritc-er-cic-tctype-p-os	https://polycab.com/polycab-hydro-type-tc-eritc-er-cic-tc-type-p-os/a-5037/p-55483
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-cu-iec-60502-1-061kv-sc-sfa	https://polycab.com/polycab-lv-cu-iec-60502-1-061kv-sc-sfa/a-5046/p-55251
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-1c-2xy	https://polycab.com/polycab-lv-is-7098-i-1c-2xy/a-5046/p-54736
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-1c-a2xfay-a2xway	https://polycab.com/polycab-lv-is-7098-i-1c-a2xfay-a2xway/a-5043/p-54734
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-1c-a2xy	https://polycab.com/polycab-lv-is-7098-i-1c-a2xy/a-5043/p-54738
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-2c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xfy/a-5043/p-54704
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-2c-a2xwy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xwy/a-5043/p-54706
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-2c-a2xy	https://polycab.com/polycab-lv-is-7098-i-2c-a2xy/a-5046/p-54742
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-35c-2xy	https://polycab.com/polycab-lv-is-7098-i-35c-2xy/a-5046/p-54744
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-35c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-35c-a2xfy/a-5043/p-54712
industries/cables-by-standards/iec-60840/polycab-ehv-cu-pb-220kv	https://polycab.com/polycab-ehv-cu-pb-220kv/a-3908/p-55365
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-iec-60092-353-0610kv-armoured-cable	https://polycab.com/polymarine-iec-60092-353-0610kv-armoured-cable/a-5049/p-54890
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-iec-60092-353-0610kv-fs-uarmoured-cable	https://polycab.com/polymarine-iec-60092-353-0610kv-fs-uarmoured-cable/a-5049/p-54904
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-3c-2xy	https://polycab.com/polycab-lv-is-7098-i-3c-2xy/a-5043/p-54748
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-4c-2xfy	https://polycab.com/polycab-lv-is-7098-i-4c-2xfy/a-5043/p-54724
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-4c-2xy	https://polycab.com/polycab-lv-is-7098-i-4c-2xy/a-5046/p-54752
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-4c-a2xfy	https://polycab.com/polycab-lv-is-7098-i-4c-a2xfy/a-5043/p-54728
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-iec-60092-353-1830kv-armoured-cable	https://polycab.com/polymarine-iec-60092-353-1830kv-armoured-cable/a-5049/p-54894
industries/cables-by-application/water-treatment-and-waste-disposal	https://polycab.com/cables/applications/manufacturing-industries/water-treatment-and-waste-disposal
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-mc-15-2xy	https://polycab.com/polycab-lv-is-7098-i-mc-15-2xy/a-5043/p-54760
industries/cables-by-application/water-treatment-and-waste-disposal/polycab-lv-is-7098-i-mc-25-2xfy	https://polycab.com/polycab-lv-is-7098-i-mc-25-2xfy/a-5043/p-54762
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-3c-al-epr-iceanema-35kv	https://polycab.com/polycab-mv-3c-al-epr-iceanema-35kv/a-3908/p-55241
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-3c-al-epr-iceanema-5kv	https://polycab.com/polycab-mv-3c-al-epr-iceanema-5kv/a-3908/p-55233
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-3c-cu-epr-iceanema-25kv	https://polycab.com/polycab-mv-3c-cu-epr-iceanema-25kv/a-3908/p-55229
industries/cables-by-standards/ansiicea-s-93-639	https://polycab.com/cables/standards/international-standards/ansiicea-s-93-639
industries/cables-by-standards/ansinema-wc-74icea-s-93-639	https://polycab.com/cables/standards/international-standards/ansinema-wc-74icea-s-93-639
industries/cables-by-standards/ansiscte-74	https://polycab.com/cables/standards/international-standards/ansiscte-74
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-al-epr-iceanema-8kv	https://polycab.com/polycab-mv-sc-al-epr-iceanema-8kv/a-3908/p-55215
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-cu-epr-iceanema-15kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-15kv/a-3908/p-55207
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-cu-epr-iceanema-25kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-25kv/a-3908/p-55209
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-cu-epr-iceanema-35kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-35kv/a-3908/p-55211
industries/cables-by-standards/ansiicea-s-93-639/polycab-mv-sc-cu-epr-iceanema-8kv	https://polycab.com/polycab-mv-sc-cu-epr-iceanema-8kv/a-3908/p-55205
industries/cables-by-application/mass-transit-railways-and-marine/polymarine-instrumentation-pair-250v-isos-iec-60092-376	https://polycab.com/polymarine-instrumentation-pair-250v-isos-iec-60092-376/a-5049/p-55053
industries/cables-by-standards/as-nzs-5000	https://polycab.com/cables/standards/international-standards/as-nzs-5000
industries/cables-by-standards/bs-6622/polycab-mv-cu-bs-6622-63511kv	https://polycab.com/polycab-mv-cu-bs-6622-63511kv/a-5051/p-54995
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-pvc-twist	https://polycab.com/polycab-solar-as-nzs-5000-pvc-twist/a-5034/p-55509
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-rfh-at	https://polycab.com/polycab-solar-as-nzs-5000-rfh-at/a-5034/p-55515
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-rfh-twist	https://polycab.com/polycab-solar-as-nzs-5000-rfh-twist/a-5034/p-55519
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-rfh	https://polycab.com/polycab-solar-as-nzs-5000-rfh/a-5034/p-55513
industries/cables-by-standards/as-nzs-5000/polycab-solar-as-nzs-5000-xlpo-at	https://polycab.com/polycab-solar-as-nzs-5000-xlpo-at/a-5034/p-55523
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-12722kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-12722kv/a-3908/p-55193
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-1933kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-1933kv-atr/a-3908/p-55201
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-3866kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-3866kv-atr/a-3908/p-55183
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-3866kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-3866kv/a-3908/p-55181
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-63511kv	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-63511kv/a-3908/p-55187
industries/cables-by-application/metal-industry/polycab-hffr-04xzz-k04xzxz-k-mc-1100v-ac-is-17048	https://polycab.com/polycab-hffr-04xzz-k04xzxz-k-mc-1100v-ac-is-17048/a-5044/p-54822
industries/cables-by-standards/asnzs-14291/polycab-mv-3c-al-xlpe-as-nzs-3866kv	https://polycab.com/polycab-mv-3c-al-xlpe-as-nzs-3866kv/a-3908/p-55157
industries/cables-by-standards/asnzs-14291/polycab-mv-3c-al-xlpe-atr-as-nzs-3866kv	https://polycab.com/polycab-mv-3c-al-xlpe-atr-as-nzs-3866kv/a-3908/p-55159
industries/cables-by-standards/asnzs-14291/polycab-mv-3c-cu-xlpe-as-nzs-12722kv	https://polycab.com/polycab-mv-3c-cu-xlpe-as-nzs-12722kv/a-3908/p-55167
industries/cables-by-standards/asnzs-14291/polycab-mv-3c-cu-xlpe-as-nzs-1933kv	https://polycab.com/polycab-mv-3c-cu-xlpe-as-nzs-1933kv/a-3908/p-55149
industries/cables-by-standards/asnzs-14291/polycab-mv-1t-al-xlpe-as-nzs-63511kv-atr	https://polycab.com/polycab-mv-1t-al-xlpe-as-nzs-63511kv-atr/a-3908/p-55189
industries/cables-by-standards/asnzs-14291	https://polycab.com/cables/standards/international-standards/asnzs-14291
industries/cables-by-standards/bs-5467	https://polycab.com/cables/standards/international-standards/bs-5467
industries/cables-by-standards/asnzs-14291/polycab-mv-sc-al-xlpe-as-nzs-63511kv	https://polycab.com/polycab-mv-sc-al-xlpe-as-nzs-63511kv/a-3908/p-55133
industries/cables-by-standards/asnzs-14291/polycab-mv-sc-al-xlpe-atr-as-nzs-12722kv	https://polycab.com/polycab-mv-sc-al-xlpe-atr-as-nzs-12722kv/a-3908/p-55141
