=== DATASHEET FILL (DRY RUN — no DB writes) ===
Products with missing datasheet: 499
Mapped to a specific range brochure: 280
Mapped to B2B all-products fallback: 219

By brochure:
   219  B2B All-Products (fallback)
    60  Switches
    49  LED Lighting
    37  LT Cable
    30  Communication & Data Cable
    30  House Wires
    25  HT Cable (MV)
    12  Fans
     9  Dowells
     7  Professional Lighting
     7  Switchgear
     5  Solar Range
     4  Rubber Cable
     1  EHV Cable
     1  Instrumentation Cable
     1  Fire Survival Cable
     1  Solar DC Cable
     1  Green Wire

House Wires	industries/cables-by-application/residential/polycab-etira-frlsh-1100v-ac-is-694	https://cms.polycab.com/media/q33mxdlf/house-wires-catalogue-with-suprema-march-25.pdf
House Wires	industries/cables-by-application/residential/polycab-fr-lsh-1100v-ac-is-694	https://cms.polycab.com/media/q33mxdlf/house-wires-catalogue-with-suprema-march-25.pdf
House Wires	industries/cables-by-application/residential/polycab-hr-fr-lsh-lf-green-wire-1100v-ac-is-694	https://cms.polycab.com/media/q33mxdlf/house-wires-catalogue-with-suprema-march-25.pdf
B2B All-Products (fallback)	industries/cables-by-application/residential/polycab-thhn-cu-ul-83-600v	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/residential/polycab-type-mc-cu-conductor-ul-1569-600v	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/residential/polycab-type-mc-pvc-jacketed-al-conductor-ul-1569-600v	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/service-entrance	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/residential/polycab-ufb-cable-ul-493-600v	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
Switches	switches-accessories/etira/32a-motor-starter	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Switches	switches-accessories/etira/blank-plate	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
LT Cable	industries/cables-by-application/it-industry/polycab-lv-25-cu-iec-60502-1-061kv-mc-ua	https://cms.polycab.com/media/kb1l12kq/lt-catalogue-ord_17720_v2.pdf
HT Cable (MV)	industries/cables-by-standards/bs-6622	https://cms.polycab.com/media/2bgh00kf/ht-cable-catalogue.pdf
Switches	switches-accessories/etira/dimmer	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Switches	switches-accessories/etira/dnd-mmr-internal-unit	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Switches	switches-accessories/etira/dp-switch	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Communication & Data Cable	industries/cables-by-application/telecommunication/polycab-300500v-ac-armoured-cable	https://cms.polycab.com/media/1nvdf0tf/approved_communicaton-cable-catlogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/sugar-industry	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
Communication & Data Cable	industries/cables-by-application/telecommunication	https://cms.polycab.com/media/1nvdf0tf/approved_communicaton-cable-catlogue.pdf
LT Cable	industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-35-swa	https://cms.polycab.com/media/kb1l12kq/lt-catalogue-ord_17720_v2.pdf
LT Cable	industries/cables-by-application/it-industry/polycab-lv-cu-iec-60502-1-061kv-mc-4-sfa	https://cms.polycab.com/media/kb1l12kq/lt-catalogue-ord_17720_v2.pdf
Switches	switches-accessories/etira/rj-11	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Switches	switches-accessories/etira/sp-mini-mcb	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
Switches	switches-accessories/etira/32a-key-tag-unit	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
HT Cable (MV)	industries/cables-by-application/utility/polycab-mv-cu-bs-7835-3.8-6.6kv	https://cms.polycab.com/media/2bgh00kf/ht-cable-catalogue.pdf
Switches	switches-accessories/etira/colour-plate-with-chrome-collar-silvaz	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-application/utility	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
B2B All-Products (fallback)	industries/cables-by-standards/is-14255/polycab-aerial-bunched-cable-1100v-ac-abc	https://cms.polycab.com/media/2hlozcdj/b2b-all-products-catalogue.pdf
Switches	switches-accessories/levana/card-only	https://cms.polycab.com/media/3ltjtydd/polycab-switches-catalogue.pdf
